,n_non_stop_unique_tokens,kw_avg_min,kw_avg_max,kw_max_avg,LDA_00,LDA_01,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,shares_cat
0,0.838383829915,266.2,141071.428571,3289.64415086,0.028602151505,0.0286078417017,0.545454545455,0.16696969697,0.0361445783133,0.0,High Engagement
1,0.762820507931,175.285714286,209337.5,3451.12820513,0.152863938331,0.314645584327,0.482492997199,0.0707983193277,0.0326530612245,0.0122448979592,Low Engagement
2,0.785123960454,361.875,195390.0,6965.26027397,0.233122948981,0.0201535056681,0.611764705882,0.263903743316,0.0564102564103,0.0,Low Engagement
3,0.771241825025,401.857142857,179514.285714,5070.81818182,0.0285732951954,0.0289156395097,0.331564088086,0.0963532843968,0.0448979591837,0.0163265306122,Moderate Engagement
4,0.797979789919,170.333333333,239975.0,3803.16359164,0.0534052472422,0.0504804269588,0.351631701632,0.0745920745921,0.0280898876404,0.0224719101124,Moderate Engagement
5,0.670384137955,250.25,324020.0,3289.64415086,0.442693041913,0.0400099245898,0.448724386724,0.147105652801,0.0510948905109,0.0189781021898,Low Engagement
6,0.731884052668,326.444444444,121420.0,4701.9218241,0.498437808238,0.0200158997724,0.340476190476,0.197619047619,0.0245901639344,0.00409836065574,Moderate Engagement
7,0.593478259579,189.555555556,136860.0,3289.64415086,0.221657325234,0.0201113836547,0.476459686147,0.17069534632,0.0626598465473,0.0127877237852,Moderate Engagement
8,0.790393009649,307.5,135295.125,3897.13899614,0.291121110729,0.0250198576404,0.41091954023,0.185632183908,0.0409638554217,0.0144578313253,Low Engagement
9,0.797101443499,108.0,170416.666667,4211.25423729,0.0333356612712,0.0333411052308,0.516369047619,-0.102232142857,0.0318725099602,0.0358565737052,High Engagement
10,0.742574250074,259.571428571,185357.142857,3292.38713785,0.0286056112319,0.028572170855,0.475803144224,0.254796081112,0.0769230769231,0.0236686390533,Moderate Engagement
11,0.637583891191,142.75,177583.333333,3942.36852207,0.0333367140346,0.0333374710807,0.496315590975,0.118300701823,0.0446428571429,0.0191326530612,Low Engagement
12,0.659400543162,296.875,131577.777778,7387.5,0.0248999893326,0.022228911057,0.503932072829,0.126521358543,0.0506912442396,0.026113671275,Moderate Engagement
13,0.680451125261,307.714285714,166528.571429,3802.16625917,0.196574021931,0.325471654654,0.300737373737,0.0935656565657,0.0242130750605,0.00968523002421,High Engagement
14,0.583569403446,262.25,117200.0,3802.16625917,0.296961886832,0.0250381998851,0.472626984127,0.139076479076,0.0518394648829,0.0183946488294,High Engagement
15,0.687323941726,222.714285714,210757.142857,3303.57523246,0.0285990114183,0.028572220547,0.545983877234,0.219206487956,0.0569514237856,0.0117252931323,High Engagement
16,0.714285711797,307.75,241075.0,3803.47674419,0.512327309694,0.0500107173877,0.45907977208,0.0498518518519,0.0460251046025,0.0230125523013,Moderate Engagement
17,0.863636355785,332.75,120600.0,6242.2,0.0222267030518,0.0222292476217,0.522857142857,0.0532738095238,0.0341463414634,0.0390243902439,High Engagement
18,0.796019896537,144.333333333,188842.857143,3304.7236218,0.0285746129018,0.0285789070158,0.48467630854,0.0880165289256,0.030487804878,0.0243902439024,Moderate Engagement
19,0.79166665842,294.666666667,193966.666667,4105.82007576,0.0333337363495,0.0333344820409,0.410101010101,0.214141414141,0.0462427745665,0.0173410404624,Moderate Engagement
20,0.903614452388,63.5,142575.0,4105.82007576,0.0250081482367,0.0250098527279,0.455822197127,0.132861220905,0.0334572490706,0.0223048327138,High Engagement
21,0.720524015894,214.666666667,277050.0,3303.17539432,0.533556524447,0.0333336486921,0.413578088578,0.148688811189,0.0397435897436,0.0115384615385,Moderate Engagement
22,0.721393031237,218.333333333,164952.0,3303.17539432,0.0250012027599,0.0250015103533,0.493579545455,0.107803030303,0.0292397660819,0.0146198830409,Low Engagement
23,0.751196168655,283.4,343860.0,3303.17539432,0.454483583702,0.0400026330768,0.487916106882,0.120159725332,0.0441988950276,0.0110497237569,Moderate Engagement
24,0.67578124736,254.0,181766.666667,3303.17539432,0.0334342612114,0.0334097822378,0.392424242424,0.22717035217,0.0622119815668,0.00230414746544,Moderate Engagement
25,0.844262288162,167.333333333,236954.0,3315.67795193,0.0500134156891,0.05001260479,0.410649350649,0.134480519481,0.0461538461538,0.0153846153846,Moderate Engagement
26,0.769841263731,49.25,425860.0,5623.06382979,0.0401755369846,0.0400013257798,0.245512820513,0.0538461538462,0.0143540669856,0.0143540669856,Low Engagement
27,0.847682113592,261.9,158430.0,4747.69565217,0.161375711529,0.0209011798916,0.414328063241,0.263537549407,0.0618181818182,0.0145454545455,Low Engagement
28,0.760233913683,135.25,161850.0,3315.67795193,0.033338664092,0.206025445327,0.427619047619,0.175535714286,0.0408163265306,0.0136054421769,Moderate Engagement
29,0.666666663743,158.428571429,240171.428571,5458.0,0.483515028053,0.0288757466195,0.377150537634,0.127956989247,0.0403225806452,0.0161290322581,Low Engagement
30,0.496613994364,132.142857143,153025.0,4637.98412698,0.0255206385434,0.0250285705299,0.377904238619,0.0835140306122,0.0314960629921,0.0209973753281,Low Engagement
31,0.729106626141,170.333333333,191980.0,3779.3923445,0.0418216685868,0.0404744361583,0.45283098295,0.137613922673,0.0607553366174,0.0213464696223,Low Engagement
32,0.72314049288,151.666666667,245157.142857,3315.67795193,0.0285876074905,0.0285738480858,0.413852813853,0.0230248917749,0.0272277227723,0.029702970297,Low Engagement
33,0.74999999625,296.0,162870.0,4532.0,0.204994375801,0.0202008644314,0.362222222222,0.149,0.0361445783133,0.0331325301205,Moderate Engagement
34,0.75999999392,87.25,252950.0,3310.2616454,0.0501253303391,0.0500019725538,0.451470588235,0.143137254902,0.0446428571429,0.0133928571429,Moderate Engagement
35,0.680645159095,89.5714285714,224370.0,3310.2616454,0.0285722331923,0.0285826320985,0.432425015461,0.0724528447743,0.0200729927007,0.014598540146,High Engagement
36,0.745283015352,162.857142857,343300.0,5593.2,0.0250272050448,0.269391992993,0.451977942692,0.166605854463,0.0523415977961,0.0192837465565,High Engagement
37,0.661971826324,388.75,178087.5,3310.2616454,0.0251859388312,0.025203965789,0.35946969697,0.187563131313,0.0409090909091,0.0,Low Engagement
38,0.831325291189,124.5,232416.666667,3310.2616454,0.0334593718667,0.0333352408958,0.357992424242,0.107007575758,0.078125,0.03125,Moderate Engagement
39,0.631325299684,327.5,251450.0,3543.19626168,0.547575396598,0.0500109418607,0.424623319942,0.0887093403051,0.0355555555556,0.0162962962963,High Engagement
40,0.707423577697,274.142857143,166385.714286,6583.81818182,0.0286842494916,0.0289029779853,0.327775443511,0.0744145233851,0.0328282828283,0.0126262626263,Low Engagement
41,0.621621620094,154.75,251560.0,3310.2616454,0.0401430010745,0.0400055688207,0.532537236775,0.114182074987,0.0495185694635,0.0178817056396,Low Engagement
42,0.715053759596,46.5714285714,299577.777778,5320.54811206,0.02223817413,0.0222640411331,0.524444444444,0.142222222222,0.0446927374302,0.0223463687151,High Engagement
43,0.724489788526,75.75,542700.0,3302.64599856,0.550035211798,0.0500014487103,0.329444444444,-0.0163888888889,0.027972027972,0.034965034965,Low Engagement
44,0.739130433385,69.0,160687.5,5217.8836478,0.0252957419515,0.0250128282813,0.462905745049,0.0966257948401,0.0433884297521,0.0237603305785,Low Engagement
45,0.786941578052,168.666666667,148044.444444,4768.42857143,0.0222259607948,0.0223148013464,0.473020619731,0.0387545568467,0.0349075975359,0.0328542094456,Low Engagement
46,0.785046721635,214.0,394000.0,5992.16666667,0.43065531465,0.0333356534324,0.321742424242,0.0860227272727,0.0346820809249,0.0115606936416,Low Engagement
47,0.641638223066,271.5,127900.0,5132.26760563,0.312125316137,0.0200289963263,0.420572047001,0.203513450835,0.0366972477064,0.00550458715596,Moderate Engagement
48,0.767918086116,155.7,348950.0,4937.9692623,0.0203783271726,0.0204720932949,0.360591206179,0.0933897801545,0.035864978903,0.0147679324895,Moderate Engagement
49,0.594285712588,301.571428571,221785.714286,3302.64599856,0.0289378503662,0.0285734878208,0.246904761905,0.0380952380952,0.0149253731343,0.00663349917081,Low Engagement
50,0.703703701699,184.875,231788.888889,4265.41040462,0.140582703321,0.0222569435394,0.401354133671,0.164838718192,0.0421792618629,0.0158172231986,Low Engagement
51,0.771428567755,175.75,306430.0,4640.7954023,0.518845505213,0.0200056542512,0.563888888889,0.183645124717,0.0462724935733,0.012853470437,High Engagement
52,0.797619038124,47.8333333333,472957.142857,5512.17842324,0.0285937292075,0.235139256176,0.462820512821,0.0192307692308,0.046875,0.03125,Low Engagement
53,0.826446274162,399.25,294225.0,5280.0,0.0500032233058,0.0501307549132,0.522604617605,0.273932178932,0.0516431924883,0.0093896713615,High Engagement
54,0.596638650448,127.4,230487.5,5326.50568522,0.0251374959494,0.0250167012515,0.449621212121,0.19946969697,0.0378378378378,0.0162162162162,High Engagement
55,0.605714284561,165.833333333,167990.0,3303.46223812,0.0333337442273,0.033912035234,0.472209945073,0.197669436298,0.0777903043968,0.0270574971815,Low Engagement
56,0.680722889516,194.625,169612.5,4711.87603306,0.0251710777208,0.0250045633385,0.549246031746,0.142261904762,0.0432432432432,0.0126126126126,Low Engagement
57,0.782352936574,258.0,134960.0,4029.49362477,0.020024949214,0.020011701361,0.469039888683,0.150505050505,0.0635451505017,0.0200668896321,Low Engagement
58,0.77717390882,208.5,180900.0,4440.6984127,0.0255447718869,0.0251277864148,0.476822276822,0.253477828478,0.0825082508251,0.019801980198,Low Engagement
59,0.748858444069,176.0,264137.5,4029.49362477,0.17127716142,0.025001466875,0.551515151515,0.232954545455,0.0357142857143,0.0119047619048,Moderate Engagement
60,0.744525542011,122.333333333,180947.875,4029.49362477,0.0250046636977,0.0250051965635,0.254166666667,0.0791666666667,0.012987012987,0.004329004329,High Engagement
61,0.786516845095,188.0,182533.333333,3303.46223812,0.0333364243074,0.198260342512,0.467333333333,0.0993333333333,0.0248447204969,0.0186335403727,Low Engagement
62,0.622222220965,393.333333333,133560.0,4560.5,0.0200541226152,0.0200734779163,0.433428826076,0.195406799083,0.0454545454545,0.00568181818182,Low Engagement
63,0.709803918785,208.222222222,150421.4,3927.30585683,0.129042527301,0.335871931665,0.353087797619,0.12939157197,0.030303030303,0.013986013986,Moderate Engagement
64,0.575107293669,204.5,186560.857143,3303.46223812,0.028576906097,0.0285776614407,0.392941269257,0.243660287081,0.0362116991643,0.0,Low Engagement
65,0.701581026281,469.4,119917.4,3303.46223812,0.148686618548,0.0200028643508,0.530665704666,0.100331830207,0.034140969163,0.0187224669604,Low Engagement
66,0.633608813682,230.25,189212.5,3320.16697117,0.0250208844894,0.0250005865789,0.490612554113,0.234313131313,0.0506329113924,0.00474683544304,High Engagement
